[2026-07-13T01:38:54.668Z] GET http://localhost:5173/ → 200 (7ms, 579B)
[2026-07-13T01:38:54.706Z] GET http://localhost:5173/src/components/Chat.tsx → 200 (4ms, 30419B)
[2026-07-13T01:38:54.706Z] GET http://localhost:5173/src/components/Stage.tsx → 200 (3ms, 13465B)
[2026-07-13T01:38:54.710Z] GET http://localhost:5173/src/components/EditorView.tsx → 200 (3ms, 9754B)
[2026-07-13T01:38:54.710Z] GET http://localhost:5173/src/components/MapView.tsx → 200 (3ms, 11297B)
[2026-07-13T01:38:54.710Z] GET http://localhost:5173/src/components/ReportView.tsx → 200 (3ms, 10838B)
[2026-07-13T01:38:54.713Z] GET http://localhost:5173/src/map/adapter.ts → 200 (1ms, 29635B)
[2026-07-13T01:38:54.714Z] GET http://localhost:5173/node_modules/.vite/deps/maplibre-gl.js?v=e3a7637a → 200 (14ms, 1175616B)
[2026-07-13T01:38:54.714Z] GET http://localhost:5173/node_modules/maplibre-gl/dist/maplibre-gl.css → 200 (4ms, 66161B)
[2026-07-13T01:38:54.820Z] GET http://localhost:5173/api/config → 200 (6ms, 145B)
[2026-07-13T01:38:54.821Z] GET http://localhost:5173/api/config → 200 (4ms, 145B)
[2026-07-13T01:39:33.114Z] GET http://localhost:5173/ → 200 (2ms, ?B)
[2026-07-13T01:39:33.120Z] GET http://localhost:5173/@vite/client → 200 (4ms, ?B)
[2026-07-13T01:39:33.120Z] GET http://localhost:5173/src/main.tsx → 200 (1ms, ?B)
[2026-07-13T01:39:33.120Z] GET http://localhost:5173/@react-refresh → 200 (5ms, ?B)
[2026-07-13T01:39:33.121Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=f291f925 → 200 (?ms, -310B)
[2026-07-13T01:39:33.121Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=f291f925 → 200 (1ms, -306B)
[2026-07-13T01:39:33.122Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=db740795 → 200 (?ms, -308B)
[2026-07-13T01:39:33.122Z] GET http://localhost:5173/src/App.tsx → 200 (3ms, ?B)
[2026-07-13T01:39:33.122Z] GET http://localhost:5173/src/agent.ts → 200 (3ms, ?B)
[2026-07-13T01:39:33.122Z] GET http://localhost:5173/src/styles.css → 200 (4ms, ?B)
[2026-07-13T01:39:33.123Z] GET http://localhost:5173/src/store.ts → 200 (3ms, ?B)
[2026-07-13T01:39:33.123Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-CANBAPAS.js?v=32178fd0 → 200 (1ms, -311B)
[2026-07-13T01:39:33.124Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-5WRI5ZAA.js?v=32178fd0 → 200 (?ms, -308B)
[2026-07-13T01:39:33.124Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-TYILIMWK.js?v=32178fd0 → 200 (?ms, -312B)
[2026-07-13T01:39:33.125Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (1ms, ?B)
[2026-07-13T01:39:33.125Z] GET http://localhost:5173/src/api.ts → 200 (1ms, ?B)
[2026-07-13T01:39:33.125Z] GET http://localhost:5173/src/components/Chat.tsx → 200 (2ms, ?B)
[2026-07-13T01:39:33.125Z] GET http://localhost:5173/src/components/Stage.tsx → 200 (2ms, ?B)
[2026-07-13T01:39:33.127Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=0212f47b → 200 (?ms, -310B)
[2026-07-13T01:39:33.127Z] GET http://localhost:5173/node_modules/.vite/deps/@microsoft_fetch-event-source.js?v=6a261a9a → 200 (?ms, -309B)
[2026-07-13T01:39:33.127Z] GET http://localhost:5173/src/components/EditorView.tsx → 200 (3ms, ?B)
[2026-07-13T01:39:33.129Z] GET http://localhost:5173/src/components/MapView.tsx → 200 (1ms, ?B)
[2026-07-13T01:39:33.129Z] GET http://localhost:5173/src/components/ReportView.tsx → 200 (1ms, ?B)
[2026-07-13T01:39:33.130Z] GET http://localhost:5173/src/map/adapter.ts → 200 (?ms, ?B)
[2026-07-13T01:39:33.131Z] GET http://localhost:5173/node_modules/.vite/deps/maplibre-gl.js?v=e3a7637a → 200 (?ms, -314B)
[2026-07-13T01:39:33.131Z] GET http://localhost:5173/node_modules/maplibre-gl/dist/maplibre-gl.css → 200 (?ms, ?B)
[2026-07-13T01:39:33.168Z] GET http://localhost:5173/api/config → 200 (6ms, 145B)
[2026-07-13T01:39:33.168Z] GET http://localhost:5173/api/config → 200 (6ms, 145B)
[2026-07-13T01:41:22.841Z] GET http://localhost:5173/src/components/MapView.tsx?t=1783906882831 → 200 (2ms, 11313B)
[2026-07-13T01:41:22.844Z] GET http://localhost:5173/src/map/adapter.ts?t=1783906882831 → 200 (2ms, 31095B)
[2026-07-13T01:41:22.847Z] GET http://localhost:5173/src/map/canvas2d.ts → 200 (1ms, 24661B)
[2026-07-13T01:41:22.871Z] GET http://localhost:5173/api/config → 200 (6ms, 145B)
[2026-07-13T01:41:22.872Z] GET http://localhost:5173/api/config → 200 (3ms, 145B)
[2026-07-13T01:41:30.601Z] GET http://localhost:5173/src/components/MapView.tsx?t=1783906890599 → 200 (1ms, 11313B)
[2026-07-13T01:41:30.603Z] GET http://localhost:5173/src/map/adapter.ts?t=1783906890599 → 200 (2ms, 31235B)
[2026-07-13T01:41:30.627Z] GET http://localhost:5173/api/config → 200 (4ms, 145B)
[2026-07-13T01:41:30.627Z] GET http://localhost:5173/api/config → 200 (2ms, 145B)
[2026-07-13T01:41:44.218Z] GET http://localhost:5173/src/components/MapView.tsx?t=1783906904216 → 200 (12ms, 13086B)
[2026-07-13T01:41:44.250Z] GET http://localhost:5173/api/config → 200 (8ms, 145B)
[2026-07-13T01:41:44.251Z] GET http://localhost:5173/api/config → 200 (7ms, 145B)
[2026-07-13T01:41:53.702Z] GET http://localhost:5173/src/styles.css?t=1783906913700 → 200 (2ms, 13116B)
[2026-07-13T01:42:04.382Z] GET http://localhost:5173/ → 200 (3ms, 595B)
[2026-07-13T01:42:04.388Z] GET http://localhost:5173/@vite/client → 200 (3ms, ?B)
[2026-07-13T01:42:04.388Z] GET http://localhost:5173/src/main.tsx?t=1783906913700 → 200 (1ms, 4029B)
[2026-07-13T01:42:04.389Z] GET http://localhost:5173/@react-refresh → 200 (3ms, ?B)
[2026-07-13T01:42:04.389Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=f291f925 → 200 (?ms, -310B)
[2026-07-13T01:42:04.390Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=f291f925 → 200 (?ms, -306B)
[2026-07-13T01:42:04.390Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=db740795 → 200 (?ms, -308B)
[2026-07-13T01:42:04.390Z] GET http://localhost:5173/src/App.tsx?t=1783906904216 → 200 (2ms, 14533B)
[2026-07-13T01:42:04.390Z] GET http://localhost:5173/src/agent.ts → 200 (4ms, ?B)
[2026-07-13T01:42:04.390Z] GET http://localhost:5173/src/styles.css?t=1783906913700 → 304 (4ms, ?B)
[2026-07-13T01:42:04.390Z] GET http://localhost:5173/src/store.ts → 200 (5ms, ?B)
[2026-07-13T01:42:04.390Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-CANBAPAS.js?v=32178fd0 → 200 (?ms, -311B)
[2026-07-13T01:42:04.390Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-5WRI5ZAA.js?v=32178fd0 → 200 (?ms, -308B)
[2026-07-13T01:42:04.391Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-TYILIMWK.js?v=32178fd0 → 200 (?ms, -312B)
[2026-07-13T01:42:04.392Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (2ms, ?B)
[2026-07-13T01:42:04.393Z] GET http://localhost:5173/src/api.ts → 200 (4ms, ?B)
[2026-07-13T01:42:04.393Z] GET http://localhost:5173/src/components/Chat.tsx → 200 (4ms, ?B)
[2026-07-13T01:42:04.393Z] GET http://localhost:5173/src/components/Stage.tsx?t=1783906904216 → 200 (1ms, 13481B)
[2026-07-13T01:42:04.394Z] GET http://localhost:5173/src/components/EditorView.tsx → 200 (3ms, ?B)
[2026-07-13T01:42:04.394Z] GET http://localhost:5173/src/components/MapView.tsx?t=1783906904216 → 304 (3ms, ?B)
[2026-07-13T01:42:04.394Z] GET http://localhost:5173/src/components/ReportView.tsx → 200 (4ms, ?B)
[2026-07-13T01:42:04.395Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=0212f47b → 200 (?ms, -310B)
[2026-07-13T01:42:04.397Z] GET http://localhost:5173/node_modules/.vite/deps/@microsoft_fetch-event-source.js?v=6a261a9a → 200 (?ms, -309B)
[2026-07-13T01:42:04.398Z] GET http://localhost:5173/src/map/adapter.ts?t=1783906890599 → 304 (?ms, ?B)
[2026-07-13T01:42:04.398Z] GET http://localhost:5173/node_modules/.vite/deps/maplibre-gl.js?v=e3a7637a → 200 (?ms, -314B)
[2026-07-13T01:42:04.398Z] GET http://localhost:5173/node_modules/maplibre-gl/dist/maplibre-gl.css → 200 (?ms, ?B)
[2026-07-13T01:42:04.398Z] GET http://localhost:5173/src/map/canvas2d.ts → 304 (?ms, ?B)
[2026-07-13T01:42:04.406Z] GET http://localhost:5173/api/config → 200 (4ms, 145B)
[2026-07-13T01:42:04.406Z] GET http://localhost:5173/api/config → 200 (3ms, 145B)
[2026-07-13T01:42:25.902Z] POST http://localhost:5173/api/agent/run → pending (?ms, ?B)
[2026-07-13T01:42:46.690Z] POST http://localhost:5173/api/agent/run → 200 (6ms, ?B)
[2026-07-13T01:42:50.827Z] POST http://localhost:5173/api/agent/run → 200 (7ms, ?B)
[2026-07-13T01:43:34.125Z] POST http://localhost:5173/api/agent/run → 200 (6ms, ?B)
[2026-07-13T01:43:34.734Z] GET http://localhost:5173/route-editor.html?route_id=R-001&token=q7mLdwhroMvG7U18ndA6YQ → 200 (3ms, 8408B)
[2026-07-13T01:43:34.741Z] GET http://localhost:5173/api/routes/R-001?token=q7mLdwhroMvG7U18ndA6YQ → 200 (3ms, 3147B)
[2026-07-13T01:44:01.995Z] GET http://localhost:5173/src/styles.css?t=1783907041994 → 200 (2ms, 13116B)
[2026-07-13T01:44:27.116Z] GET http://localhost:5173/route-editor.html?route_id=R-001&token=q7mLdwhroMvG7U18ndA6YQ → 200 (2ms, 8604B)
[2026-07-13T01:44:27.121Z] GET http://localhost:5173/api/routes/R-001?token=q7mLdwhroMvG7U18ndA6YQ → 200 (2ms, 3147B)
[2026-07-13T01:44:30.276Z] PUT http://localhost:5173/api/routes/R-001/waypoints → 200 (6ms, 1488B)
[2026-07-13T01:44:30.283Z] POST http://localhost:5173/api/agent/run → 200 (1ms, ?B)
[2026-07-13T01:44:52.021Z] POST http://localhost:5173/api/agent/run → 200 (5ms, ?B)
[2026-07-13T01:45:35.824Z] POST http://localhost:5173/api/confirmations/ACT-0001/approve → 200 (3ms, 143B)
[2026-07-13T01:45:35.829Z] POST http://localhost:5173/api/agent/run → 200 (?ms, ?B)
[2026-07-13T01:45:37.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (4ms, 141B)
[2026-07-13T01:45:38.738Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (5ms, 142B)
[2026-07-13T01:45:39.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (3ms, 142B)
[2026-07-13T01:45:40.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (5ms, 142B)
[2026-07-13T01:45:41.738Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (4ms, 142B)
[2026-07-13T01:45:42.736Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (4ms, 142B)
[2026-07-13T01:45:43.738Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (4ms, 142B)
[2026-07-13T01:45:44.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (4ms, 142B)
[2026-07-13T01:45:45.736Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (4ms, 142B)
[2026-07-13T01:45:46.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (3ms, 142B)
[2026-07-13T01:45:47.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (4ms, 142B)
[2026-07-13T01:45:48.738Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (3ms, 142B)
[2026-07-13T01:45:49.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (3ms, 142B)
[2026-07-13T01:45:50.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (3ms, 142B)
[2026-07-13T01:45:51.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (4ms, 142B)
[2026-07-13T01:45:52.738Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (5ms, 142B)
[2026-07-13T01:45:53.736Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (7ms, 142B)
[2026-07-13T01:45:54.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (5ms, 142B)
[2026-07-13T01:45:55.737Z] GET http://localhost:5173/api/tasks/T-0001 → 200 (3ms, 146B)
[2026-07-13T01:45:55.742Z] POST http://localhost:5173/api/agent/run → 200 (1ms, ?B)
[2026-07-13T01:47:10.893Z] GET http://localhost:5173/ → 200 (5ms, 595B)
[2026-07-13T01:47:10.901Z] GET http://localhost:5173/@vite/client → 200 (2ms, ?B)
[2026-07-13T01:47:10.901Z] GET http://localhost:5173/src/main.tsx?t=1783907230839 → 200 (1ms, 4061B)
[2026-07-13T01:47:10.902Z] GET http://localhost:5173/@react-refresh → 200 (2ms, ?B)
[2026-07-13T01:47:10.902Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=f291f925 → 200 (1ms, -263B)
[2026-07-13T01:47:10.902Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=f291f925 → 200 (2ms, -259B)
[2026-07-13T01:47:10.902Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=db740795 → 200 (2ms, -261B)
[2026-07-13T01:47:10.902Z] GET http://localhost:5173/src/App.tsx?t=1783907230839 → 200 (3ms, 14581B)
[2026-07-13T01:47:10.902Z] GET http://localhost:5173/src/agent.ts?t=1783907230839 → 200 (2ms, 2873B)
[2026-07-13T01:47:10.902Z] GET http://localhost:5173/src/styles.css?t=1783907041994 → 200 (5ms, ?B)
[2026-07-13T01:47:10.902Z] GET http://localhost:5173/src/store.ts?t=1783907230839 → 200 (4ms, 26555B)
[2026-07-13T01:47:10.903Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (4ms, ?B)
[2026-07-13T01:47:10.903Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-CANBAPAS.js?v=32178fd0 → 200 (3ms, -264B)
[2026-07-13T01:47:10.903Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-5WRI5ZAA.js?v=32178fd0 → 200 (2ms, -261B)
[2026-07-13T01:47:10.904Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-TYILIMWK.js?v=32178fd0 → 200 (5ms, -265B)
[2026-07-13T01:47:10.904Z] GET http://localhost:5173/src/api.ts → 200 (3ms, ?B)
[2026-07-13T01:47:10.905Z] GET http://localhost:5173/src/components/Chat.tsx?t=1783907230839 → 200 (2ms, 30451B)
[2026-07-13T01:47:10.905Z] GET http://localhost:5173/src/components/Stage.tsx?t=1783907230839 → 200 (2ms, 13529B)
[2026-07-13T01:47:10.907Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=0212f47b → 200 (?ms, -263B)
[2026-07-13T01:47:10.907Z] GET http://localhost:5173/node_modules/.vite/deps/@microsoft_fetch-event-source.js?v=6a261a9a → 200 (1ms, -262B)
[2026-07-13T01:47:10.908Z] GET http://localhost:5173/src/components/EditorView.tsx?t=1783907230839 → 200 (?ms, 9786B)
[2026-07-13T01:47:10.908Z] GET http://localhost:5173/src/components/MapView.tsx?t=1783907230839 → 200 (?ms, 13102B)
[2026-07-13T01:47:10.908Z] GET http://localhost:5173/src/components/ReportView.tsx?t=1783907230839 → 200 (?ms, 10854B)
[2026-07-13T01:47:10.908Z] GET http://localhost:5173/src/map/adapter.ts?t=1783906890599 → 200 (?ms, ?B)
[2026-07-13T01:47:10.908Z] GET http://localhost:5173/node_modules/.vite/deps/maplibre-gl.js?v=e3a7637a → 200 (11ms, -267B)
[2026-07-13T01:47:10.908Z] GET http://localhost:5173/node_modules/maplibre-gl/dist/maplibre-gl.css → 200 (2ms, ?B)
[2026-07-13T01:47:10.908Z] GET http://localhost:5173/src/map/canvas2d.ts → 200 (2ms, ?B)
[2026-07-13T01:47:10.979Z] GET http://localhost:5173/api/config → 200 (4ms, 145B)
[2026-07-13T01:47:10.979Z] GET http://localhost:5173/api/config → 200 (2ms, 145B)
[2026-07-13T01:47:12.402Z] GET http://localhost:5173/ → 200 (2ms, 595B)
[2026-07-13T01:47:12.407Z] GET http://localhost:5173/@vite/client → 304 (?ms, ?B)
[2026-07-13T01:47:12.407Z] GET http://localhost:5173/src/main.tsx?t=1783907232350 → 200 (1ms, 4061B)
[2026-07-13T01:47:12.407Z] GET http://localhost:5173/@react-refresh → 304 (2ms, ?B)
[2026-07-13T01:47:12.408Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 304 (1ms, ?B)
[2026-07-13T01:47:12.408Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=f291f925 → 200 (?ms, -263B)
[2026-07-13T01:47:12.408Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=f291f925 → 200 (?ms, -259B)
[2026-07-13T01:47:12.408Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=db740795 → 200 (?ms, -261B)
[2026-07-13T01:47:12.408Z] GET http://localhost:5173/src/App.tsx?t=1783907232350 → 200 (2ms, 14581B)
[2026-07-13T01:47:12.408Z] GET http://localhost:5173/src/agent.ts?t=1783907232350 → 200 (2ms, 2873B)
[2026-07-13T01:47:12.409Z] GET http://localhost:5173/src/styles.css?t=1783907041994 → 304 (1ms, ?B)
[2026-07-13T01:47:12.409Z] GET http://localhost:5173/src/store.ts?t=1783907232350 → 200 (1ms, 26657B)
[2026-07-13T01:47:12.409Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-CANBAPAS.js?v=32178fd0 → 200 (?ms, -264B)
[2026-07-13T01:47:12.409Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-5WRI5ZAA.js?v=32178fd0 → 200 (?ms, -261B)
[2026-07-13T01:47:12.409Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-TYILIMWK.js?v=32178fd0 → 200 (?ms, -265B)
[2026-07-13T01:47:12.410Z] GET http://localhost:5173/src/api.ts → 304 (1ms, ?B)
[2026-07-13T01:47:12.410Z] GET http://localhost:5173/src/components/Chat.tsx?t=1783907232350 → 200 (1ms, 30451B)
[2026-07-13T01:47:12.410Z] GET http://localhost:5173/src/components/Stage.tsx?t=1783907232350 → 200 (1ms, 13529B)
[2026-07-13T01:47:12.410Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=0212f47b → 200 (?ms, -263B)
[2026-07-13T01:47:12.411Z] GET http://localhost:5173/node_modules/.vite/deps/@microsoft_fetch-event-source.js?v=6a261a9a → 200 (?ms, -262B)
[2026-07-13T01:47:12.411Z] GET http://localhost:5173/src/components/EditorView.tsx?t=1783907232350 → 200 (1ms, 9786B)
[2026-07-13T01:47:12.411Z] GET http://localhost:5173/src/components/MapView.tsx?t=1783907232350 → 200 (1ms, 13102B)
[2026-07-13T01:47:12.411Z] GET http://localhost:5173/src/components/ReportView.tsx?t=1783907232350 → 200 (1ms, 10854B)
[2026-07-13T01:47:12.412Z] GET http://localhost:5173/src/map/adapter.ts?t=1783906890599 → 304 (1ms, ?B)
[2026-07-13T01:47:12.413Z] GET http://localhost:5173/node_modules/.vite/deps/maplibre-gl.js?v=e3a7637a → 200 (?ms, -267B)
[2026-07-13T01:47:12.413Z] GET http://localhost:5173/node_modules/maplibre-gl/dist/maplibre-gl.css → 304 (1ms, ?B)
[2026-07-13T01:47:12.413Z] GET http://localhost:5173/src/map/canvas2d.ts → 304 (1ms, ?B)
[2026-07-13T01:47:12.426Z] GET http://localhost:5173/api/config → 200 (8ms, 145B)
[2026-07-13T01:47:12.426Z] GET http://localhost:5173/api/config → 200 (8ms, 145B)
[2026-07-13T01:47:14.583Z] GET http://localhost:5173/src/components/MapView.tsx?t=1783907234581 → 200 (12ms, 13365B)
[2026-07-13T01:47:16.604Z] GET http://localhost:5173/src/components/Stage.tsx?t=1783907236603 → 200 (13ms, 13741B)
[2026-07-13T01:47:18.113Z] GET http://localhost:5173/src/components/Stage.tsx?t=1783907238111 → 200 (9ms, 13719B)
